entity_id;entity_type;time_index;fiware_servicepath;__original_ngsi_entity__;i40assetname;i40physicalmodeltype;currcycletime;drawer1status;drawer2status;orderid;restservicelife;robotrunning;robotspeed
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848803911 (2023-02-08T09:33:23.911Z);/demo;NULL;Robot1;Workstation;2;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848803922 (2023-02-08T09:33:23.922Z);/demo;NULL;Robot1;Workstation;2;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848803933 (2023-02-08T09:33:23.933Z);/demo;NULL;Robot1;Workstation;2;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848808950 (2023-02-08T09:33:28.950Z);/demo;NULL;Robot1;Workstation;5;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848808992 (2023-02-08T09:33:28.992Z);/demo;NULL;Robot1;Workstation;5;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848811004 (2023-02-08T09:33:31.004Z);/demo;NULL;Robot1;Workstation;5;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848813015 (2023-02-08T09:33:33.015Z);/demo;NULL;Robot1;Workstation;4;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848813026 (2023-02-08T09:33:33.026Z);/demo;NULL;Robot1;Workstation;4;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848815038 (2023-02-08T09:33:35.038Z);/demo;NULL;Robot1;Workstation;4;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848817049 (2023-02-08T09:33:37.049Z);/demo;NULL;Robot1;Workstation;4;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848817072 (2023-02-08T09:33:37.072Z);/demo;NULL;Robot1;Workstation;4;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848818084 (2023-02-08T09:33:38.084Z);/demo;NULL;Robot1;Workstation;4;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848819097 (2023-02-08T09:33:39.097Z);/demo;NULL;Robot1;Workstation;2;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848819110 (2023-02-08T09:33:39.110Z);/demo;NULL;Robot1;Workstation;2;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848820123 (2023-02-08T09:33:40.123Z);/demo;NULL;Robot1;Workstation;2;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848822135 (2023-02-08T09:33:42.135Z);/demo;NULL;Robot1;Workstation;3;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848822160 (2023-02-08T09:33:42.160Z);/demo;NULL;Robot1;Workstation;3;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848822177 (2023-02-08T09:33:42.177Z);/demo;NULL;Robot1;Workstation;3;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848827191 (2023-02-08T09:33:47.191Z);/demo;NULL;Robot1;Workstation;5;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848827205 (2023-02-08T09:33:47.205Z);/demo;NULL;Robot1;Workstation;5;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848827222 (2023-02-08T09:33:47.222Z);/demo;NULL;Robot1;Workstation;5;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848833236 (2023-02-08T09:33:53.236Z);/demo;NULL;Robot1;Workstation;6;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848833259 (2023-02-08T09:33:53.259Z);/demo;NULL;Robot1;Workstation;6;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848834272 (2023-02-08T09:33:54.272Z);/demo;NULL;Robot1;Workstation;6;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848837284 (2023-02-08T09:33:57.284Z);/demo;NULL;Robot1;Workstation;4;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848837295 (2023-02-08T09:33:57.295Z);/demo;NULL;Robot1;Workstation;4;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848838307 (2023-02-08T09:33:58.307Z);/demo;NULL;Robot1;Workstation;4;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848843318 (2023-02-08T09:34:03.318Z);/demo;NULL;Robot1;Workstation;6;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848843341 (2023-02-08T09:34:03.341Z);/demo;NULL;Robot1;Workstation;6;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848844354 (2023-02-08T09:34:04.354Z);/demo;NULL;Robot1;Workstation;6;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848849367 (2023-02-08T09:34:09.367Z);/demo;NULL;Robot1;Workstation;6;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848849377 (2023-02-08T09:34:09.377Z);/demo;NULL;Robot1;Workstation;6;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848850389 (2023-02-08T09:34:10.389Z);/demo;NULL;Robot1;Workstation;6;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848854403 (2023-02-08T09:34:14.403Z);/demo;NULL;Robot1;Workstation;5;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848854437 (2023-02-08T09:34:14.437Z);/demo;NULL;Robot1;Workstation;5;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848856456 (2023-02-08T09:34:16.456Z);/demo;NULL;Robot1;Workstation;5;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848856470 (2023-02-08T09:34:16.470Z);/demo;NULL;Robot1;Workstation;2;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848856481 (2023-02-08T09:34:16.481Z);/demo;NULL;Robot1;Workstation;2;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848858494 (2023-02-08T09:34:18.494Z);/demo;NULL;Robot1;Workstation;2;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848861508 (2023-02-08T09:34:21.508Z);/demo;NULL;Robot1;Workstation;5;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848861531 (2023-02-08T09:34:21.531Z);/demo;NULL;Robot1;Workstation;5;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848862546 (2023-02-08T09:34:22.546Z);/demo;NULL;Robot1;Workstation;5;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848865559 (2023-02-08T09:34:25.559Z);/demo;NULL;Robot1;Workstation;4;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848865570 (2023-02-08T09:34:25.570Z);/demo;NULL;Robot1;Workstation;4;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848866582 (2023-02-08T09:34:26.582Z);/demo;NULL;Robot1;Workstation;4;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848869594 (2023-02-08T09:34:29.594Z);/demo;NULL;Robot1;Workstation;4;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848869624 (2023-02-08T09:34:29.624Z);/demo;NULL;Robot1;Workstation;4;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848870641 (2023-02-08T09:34:30.641Z);/demo;NULL;Robot1;Workstation;4;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848872652 (2023-02-08T09:34:32.652Z);/demo;NULL;Robot1;Workstation;3;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848872663 (2023-02-08T09:34:32.663Z);/demo;NULL;Robot1;Workstation;3;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848873675 (2023-02-08T09:34:33.675Z);/demo;NULL;Robot1;Workstation;3;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848876688 (2023-02-08T09:34:36.688Z);/demo;NULL;Robot1;Workstation;4;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848876715 (2023-02-08T09:34:36.715Z);/demo;NULL;Robot1;Workstation;4;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848877729 (2023-02-08T09:34:37.729Z);/demo;NULL;Robot1;Workstation;4;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848880745 (2023-02-08T09:34:40.745Z);/demo;NULL;Robot1;Workstation;4;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848880759 (2023-02-08T09:34:40.759Z);/demo;NULL;Robot1;Workstation;4;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848881773 (2023-02-08T09:34:41.773Z);/demo;NULL;Robot1;Workstation;4;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848885808 (2023-02-08T09:34:45.808Z);/demo;NULL;Robot1;Workstation;5;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848885859 (2023-02-08T09:34:45.859Z);/demo;NULL;Robot1;Workstation;5;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848886874 (2023-02-08T09:34:46.874Z);/demo;NULL;Robot1;Workstation;5;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848890886 (2023-02-08T09:34:50.886Z);/demo;NULL;Robot1;Workstation;5;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848890899 (2023-02-08T09:34:50.899Z);/demo;NULL;Robot1;Workstation;5;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848891910 (2023-02-08T09:34:51.910Z);/demo;NULL;Robot1;Workstation;5;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848893925 (2023-02-08T09:34:53.925Z);/demo;NULL;Robot1;Workstation;3;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848893958 (2023-02-08T09:34:53.958Z);/demo;NULL;Robot1;Workstation;3;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848893989 (2023-02-08T09:34:53.989Z);/demo;NULL;Robot1;Workstation;3;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848900004 (2023-02-08T09:35:00.004Z);/demo;NULL;Robot1;Workstation;6;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848900016 (2023-02-08T09:35:00.016Z);/demo;NULL;Robot1;Workstation;6;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848900034 (2023-02-08T09:35:00.034Z);/demo;NULL;Robot1;Workstation;6;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848905046 (2023-02-08T09:35:05.046Z);/demo;NULL;Robot1;Workstation;5;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848905069 (2023-02-08T09:35:05.069Z);/demo;NULL;Robot1;Workstation;5;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848907082 (2023-02-08T09:35:07.082Z);/demo;NULL;Robot1;Workstation;5;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848908095 (2023-02-08T09:35:08.095Z);/demo;NULL;Robot1;Workstation;3;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848908106 (2023-02-08T09:35:08.106Z);/demo;NULL;Robot1;Workstation;3;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848910119 (2023-02-08T09:35:10.119Z);/demo;NULL;Robot1;Workstation;3;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848915131 (2023-02-08T09:35:15.131Z);/demo;NULL;Robot1;Workstation;7;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848915154 (2023-02-08T09:35:15.154Z);/demo;NULL;Robot1;Workstation;7;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848916166 (2023-02-08T09:35:16.166Z);/demo;NULL;Robot1;Workstation;7;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848921180 (2023-02-08T09:35:21.180Z);/demo;NULL;Robot1;Workstation;6;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848921193 (2023-02-08T09:35:21.193Z);/demo;NULL;Robot1;Workstation;6;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848922207 (2023-02-08T09:35:22.207Z);/demo;NULL;Robot1;Workstation;6;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848924219 (2023-02-08T09:35:24.219Z);/demo;NULL;Robot1;Workstation;3;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848924243 (2023-02-08T09:35:24.243Z);/demo;NULL;Robot1;Workstation;3;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848924255 (2023-02-08T09:35:24.255Z);/demo;NULL;Robot1;Workstation;3;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848929271 (2023-02-08T09:35:29.271Z);/demo;NULL;Robot1;Workstation;5;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848929291 (2023-02-08T09:35:29.291Z);/demo;NULL;Robot1;Workstation;5;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848929323 (2023-02-08T09:35:29.323Z);/demo;NULL;Robot1;Workstation;5;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848935335 (2023-02-08T09:35:35.335Z);/demo;NULL;Robot1;Workstation;6;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848935365 (2023-02-08T09:35:35.365Z);/demo;NULL;Robot1;Workstation;6;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848937380 (2023-02-08T09:35:37.380Z);/demo;NULL;Robot1;Workstation;6;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848939394 (2023-02-08T09:35:39.394Z);/demo;NULL;Robot1;Workstation;4;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848939407 (2023-02-08T09:35:39.407Z);/demo;NULL;Robot1;Workstation;4;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848941419 (2023-02-08T09:35:41.419Z);/demo;NULL;Robot1;Workstation;4;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848946431 (2023-02-08T09:35:46.431Z);/demo;NULL;Robot1;Workstation;7;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848946455 (2023-02-08T09:35:46.455Z);/demo;NULL;Robot1;Workstation;7;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848948469 (2023-02-08T09:35:48.469Z);/demo;NULL;Robot1;Workstation;7;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848950485 (2023-02-08T09:35:50.485Z);/demo;NULL;Robot1;Workstation;4;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848950500 (2023-02-08T09:35:50.500Z);/demo;NULL;Robot1;Workstation;4;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848952512 (2023-02-08T09:35:52.512Z);/demo;NULL;Robot1;Workstation;4;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848953528 (2023-02-08T09:35:53.528Z);/demo;NULL;Robot1;Workstation;3;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848953556 (2023-02-08T09:35:53.556Z);/demo;NULL;Robot1;Workstation;3;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848953570 (2023-02-08T09:35:53.570Z);/demo;NULL;Robot1;Workstation;3;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848958585 (2023-02-08T09:35:58.585Z);/demo;NULL;Robot1;Workstation;5;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848958597 (2023-02-08T09:35:58.597Z);/demo;NULL;Robot1;Workstation;5;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848958609 (2023-02-08T09:35:58.609Z);/demo;NULL;Robot1;Workstation;5;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848962621 (2023-02-08T09:36:02.621Z);/demo;NULL;Robot1;Workstation;4;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848962959 (2023-02-08T09:36:02.959Z);/demo;NULL;Robot1;Workstation;4;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848963018 (2023-02-08T09:36:03.018Z);/demo;NULL;Robot1;Workstation;4;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848968042 (2023-02-08T09:36:08.042Z);/demo;NULL;Robot1;Workstation;5;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848968053 (2023-02-08T09:36:08.053Z);/demo;NULL;Robot1;Workstation;5;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848968064 (2023-02-08T09:36:08.064Z);/demo;NULL;Robot1;Workstation;5;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848972076 (2023-02-08T09:36:12.076Z);/demo;NULL;Robot1;Workstation;4;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848972100 (2023-02-08T09:36:12.100Z);/demo;NULL;Robot1;Workstation;4;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848974122 (2023-02-08T09:36:14.122Z);/demo;NULL;Robot1;Workstation;4;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848975136 (2023-02-08T09:36:15.136Z);/demo;NULL;Robot1;Workstation;3;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848975150 (2023-02-08T09:36:15.150Z);/demo;NULL;Robot1;Workstation;3;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848977164 (2023-02-08T09:36:17.164Z);/demo;NULL;Robot1;Workstation;3;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848978176 (2023-02-08T09:36:18.176Z);/demo;NULL;Robot1;Workstation;3;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848978199 (2023-02-08T09:36:18.199Z);/demo;NULL;Robot1;Workstation;3;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848979216 (2023-02-08T09:36:19.216Z);/demo;NULL;Robot1;Workstation;3;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848980230 (2023-02-08T09:36:20.230Z);/demo;NULL;Robot1;Workstation;2;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848980243 (2023-02-08T09:36:20.243Z);/demo;NULL;Robot1;Workstation;2;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
